Disaster Type,Subregion,Start Year,Region
Extreme temperature,Latin America and the Caribbean,2011,Americas
Earthquake,Eastern Asia,2011,Asia
Flood,Northern America,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Storm,Northern America,2011,Americas
Storm,Eastern Asia,2011,Asia
Wildfire,Northern America,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Storm,Northern America,2011,Americas
Storm,South-eastern Asia,2011,Asia
Earthquake,Southern Europe,2011,Europe
Wildfire,Latin America and the Caribbean,2011,Americas
Flood,Northern America,2011,Americas
Earthquake,Western Asia,2011,Asia
Storm,Northern America,2011,Americas
Storm,Southern Asia,2011,Asia
Flood,Central Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Flood,Sub-Saharan Africa,2011,Africa
Flood,Sub-Saharan Africa,2011,Africa
Flood,Western Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Storm,Northern America,2011,Americas
Storm,Northern America,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Flood,Eastern Europe,2011,Europe
Extreme temperature,Latin America and the Caribbean,2011,Americas
Flood,Eastern Asia,2011,Asia
Storm,Eastern Asia,2011,Asia
Storm,South-eastern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Volcanic activity,Latin America and the Caribbean,2011,Americas
Volcanic activity,Latin America and the Caribbean,2011,Americas
Flood,Eastern Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Flood,Sub-Saharan Africa,2011,Africa
Flood,Southern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Flood,Eastern Asia,2011,Asia
Storm,Latin America and the Caribbean,2011,Americas
Flood,Sub-Saharan Africa,2011,Africa
Storm,South-eastern Asia,2011,Asia
Storm,South-eastern Asia,2011,Asia
Storm,Sub-Saharan Africa,2011,Africa
Storm,Sub-Saharan Africa,2011,Africa
Storm,Latin America and the Caribbean,2011,Americas
Earthquake,Central Asia,2011,Asia
Earthquake,Central Asia,2011,Asia
Earthquake,Central Asia,2011,Asia
Flood,Eastern Asia,2011,Asia
Flood,Southern Asia,2011,Asia
Extreme temperature,Northern America,2011,Americas
Storm,Latin America and the Caribbean,2011,Americas
Storm,Latin America and the Caribbean,2011,Americas
Flood,Sub-Saharan Africa,2011,Africa
Storm,South-eastern Asia,2011,Asia
Storm,South-eastern Asia,2011,Asia
Storm,Eastern Asia,2011,Asia
Storm,South-eastern Asia,2011,Asia
Storm,Eastern Asia,2011,Asia
Flood,Sub-Saharan Africa,2011,Africa
Flood,Eastern Asia,2011,Asia
Storm,Sub-Saharan Africa,2011,Africa
Flood,Western Asia,2011,Asia
Flood,Central Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Storm,Latin America and the Caribbean,2011,Americas
Storm,Latin America and the Caribbean,2011,Americas
Storm,Latin America and the Caribbean,2011,Americas
Storm,Latin America and the Caribbean,2011,Americas
Storm,Eastern Europe,2011,Europe
Flood,Southern Asia,2011,Asia
Storm,Western Europe,2011,Europe
Storm,Northern America,2011,Americas
Flood,South-eastern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Flood,Southern Asia,2011,Asia
Storm,Latin America and the Caribbean,2011,Americas
Storm,Northern America,2011,Americas
Storm,Latin America and the Caribbean,2011,Americas
Storm,Latin America and the Caribbean,2011,Americas
Storm,Latin America and the Caribbean,2011,Americas
Storm,Northern America,2011,Americas
Extreme temperature,Southern Europe,2011,Europe
Flood,Eastern Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Flood,Eastern Europe,2011,Europe
Storm,South-eastern Asia,2011,Asia
Flood,Sub-Saharan Africa,2011,Africa
Flood,Southern Asia,2011,Asia
Wildfire,Northern America,2011,Americas
Earthquake,Southern Asia,2011,Asia
Earthquake,Eastern Asia,2011,Asia
Earthquake,Southern Asia,2011,Asia
Earthquake,Southern Asia,2011,Asia
Storm,Eastern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Flood,South-eastern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Flood,Eastern Asia,2011,Asia
Flood,Southern Asia,2011,Asia
Earthquake,Latin America and the Caribbean,2011,Americas
Flood,Sub-Saharan Africa,2011,Africa
Flood,Western Asia,2011,Asia
Storm,South-eastern Asia,2011,Asia
Storm,Eastern Asia,2011,Asia
Storm,South-eastern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Storm,South-eastern Asia,2011,Asia
Storm,Latin America and the Caribbean,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Earthquake,Eastern Asia,2011,Asia
Earthquake,Australia and New Zealand,2011,Oceania
Earthquake,South-eastern Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Flood,South-eastern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Earthquake,Western Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Flood,Northern Africa,2011,Africa
Storm,Sub-Saharan Africa,2011,Africa
Earthquake,Eastern Asia,2011,Asia
Flood,Sub-Saharan Africa,2011,Africa
Storm,Western Asia,2011,Asia
Flood,Southern Europe,2011,Europe
Flood,Sub-Saharan Africa,2011,Africa
Flood,Eastern Asia,2011,Asia
Flood,Southern Asia,2011,Asia
Flood,Sub-Saharan Africa,2011,Africa
Flood,Southern Asia,2011,Asia
Flood,Northern America,2011,Americas
Flood,Eastern Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Flood,Southern Asia,2011,Asia
Storm,Latin America and the Caribbean,2011,Americas
Flood,Southern Europe,2011,Europe
Flood,Western Europe,2011,Europe
Earthquake,Latin America and the Caribbean,2011,Americas
Storm,Northern America,2011,Americas
Earthquake,South-eastern Asia,2011,Asia
Flood,Northern Europe,2011,Europe
Storm,Eastern Asia,2011,Asia
Storm,Northern America,2011,Americas
Storm,Latin America and the Caribbean,2011,Americas
Flood,Sub-Saharan Africa,2011,Africa
Flood,Sub-Saharan Africa,2011,Africa
Earthquake,Western Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Flood,Southern Asia,2011,Asia
Flood,Southern Europe,2011,Europe
Flood,Sub-Saharan Africa,2011,Africa
Flood,Sub-Saharan Africa,2011,Africa
Storm,Southern Asia,2011,Asia
Storm,Northern Europe,2011,Europe
Flood,Sub-Saharan Africa,2011,Africa
Flood,Sub-Saharan Africa,2011,Africa
Volcanic activity,South-eastern Asia,2011,Asia
Earthquake,Latin America and the Caribbean,2011,Americas
Extreme temperature,Latin America and the Caribbean,2011,Americas
Flood,Sub-Saharan Africa,2011,Africa
Flood,Sub-Saharan Africa,2011,Africa
Storm,Western Europe,2011,Europe
Storm,Western Europe,2011,Europe
Storm,South-eastern Asia,2011,Asia
Flood,Sub-Saharan Africa,2011,Africa
Extreme temperature,Southern Asia,2011,Asia
Flood,Sub-Saharan Africa,2011,Africa
Storm,Northern America,2011,Americas
Flood,Sub-Saharan Africa,2011,Africa
Flood,South-eastern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Flood,Sub-Saharan Africa,2011,Africa
Storm,South-eastern Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Flood,South-eastern Asia,2011,Asia
Volcanic activity,South-eastern Asia,2011,Asia
Storm,Southern Asia,2011,Asia
Volcanic activity,South-eastern Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Extreme temperature,Eastern Asia,2011,Asia
Storm,Eastern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Storm,Eastern Asia,2011,Asia
Storm,South-eastern Asia,2011,Asia
Storm,South-eastern Asia,2011,Asia
Flood,Sub-Saharan Africa,2011,Africa
Storm,Latin America and the Caribbean,2011,Americas
Wildfire,Latin America and the Caribbean,2011,Americas
Flood,South-eastern Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Flood,Southern Asia,2011,Asia
Storm,Southern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Storm,Southern Asia,2011,Asia
Flood,Sub-Saharan Africa,2011,Africa
Flood,Sub-Saharan Africa,2011,Africa
Earthquake,Eastern Asia,2011,Asia
Flood,South-eastern Asia,2011,Asia
Storm,Northern America,2011,Americas
Storm,Northern America,2011,Americas
Storm,Northern America,2011,Americas
Flood,Northern America,2011,Americas
Storm,Northern America,2011,Americas
Flood,Sub-Saharan Africa,2011,Africa
Flood,Latin America and the Caribbean,2011,Americas
Flood,Latin America and the Caribbean,2011,Americas
Extreme temperature,Southern Asia,2011,Asia
Extreme temperature,Eastern Europe,2011,Europe
Flood,Sub-Saharan Africa,2011,Africa
Wildfire,Northern America,2011,Americas
Flood,Sub-Saharan Africa,2011,Africa
Flood,Southern Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Flood,Sub-Saharan Africa,2011,Africa
Flood,Latin America and the Caribbean,2011,Americas
Storm,Northern Africa,2011,Africa
Storm,Sub-Saharan Africa,2011,Africa
Wildfire,Northern America,2011,Americas
Wildfire,Australia and New Zealand,2011,Oceania
Extreme temperature,Southern Asia,2011,Asia
Storm,Southern Asia,2011,Asia
Extreme temperature,Southern Asia,2011,Asia
Storm,Latin America and the Caribbean,2011,Americas
Flood,South-eastern Asia,2011,Asia
Flood,Northern America,2011,Americas
Flood,Southern Asia,2011,Asia
Flood,Latin America and the Caribbean,2011,Americas
Extreme temperature,Latin America and the Caribbean,2011,Americas
Flood,Eastern Asia,2011,Asia
Drought,South-eastern Asia,2011,Asia
Drought,Southern Asia,2011,Asia
Drought,Latin America and the Caribbean,2011,Americas
Drought,Northern America,2011,Americas
Drought,Polynesia,2011,Oceania
Drought,Sub-Saharan Africa,2011,Africa
Drought,Sub-Saharan Africa,2011,Africa
Drought,Sub-Saharan Africa,2011,Africa
Drought,Sub-Saharan Africa,2011,Africa
Drought,Sub-Saharan Africa,2011,Africa
Drought,Sub-Saharan Africa,2011,Africa
Drought,Sub-Saharan Africa,2011,Africa
Drought,Sub-Saharan Africa,2012,Africa
Drought,Sub-Saharan Africa,2011,Africa
Drought,Northern Africa,2012,Africa
Drought,Sub-Saharan Africa,2012,Africa
Storm,Sub-Saharan Africa,2012,Africa
Storm,Sub-Saharan Africa,2012,Africa
Storm,Sub-Saharan Africa,2012,Africa
Storm,Sub-Saharan Africa,2012,Africa
Storm,Sub-Saharan Africa,2012,Africa
Flood,South-eastern Asia,2012,Asia
Storm,Northern America,2012,Americas
Extreme temperature,Southern Europe,2012,Europe
Extreme temperature,Southern Europe,2012,Europe
Extreme temperature,Southern Asia,2012,Asia
Extreme temperature,Western Europe,2012,Europe
Extreme temperature,Western Asia,2012,Asia
Extreme temperature,Western Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Southern Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Western Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Western Europe,2012,Europe
Extreme temperature,Northern Europe,2012,Europe
Extreme temperature,Western Europe,2012,Europe
Extreme temperature,Southern Europe,2012,Europe
Extreme temperature,Southern Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Southern Europe,2012,Europe
Extreme temperature,Northern Europe,2012,Europe
Extreme temperature,Northern Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Southern Europe,2012,Europe
Extreme temperature,Southern Europe,2012,Europe
Extreme temperature,Western Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Southern Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Earthquake,Latin America and the Caribbean,2012,Americas
Flood,Sub-Saharan Africa,2012,Africa
Flood,Melanesia,2012,Oceania
Storm,Eastern Asia,2012,Asia
Flood,Australia and New Zealand,2012,Oceania
Earthquake,South-eastern Asia,2012,Asia
Flood,Eastern Europe,2012,Europe
Flood,Northern Africa,2012,Africa
Flood,Australia and New Zealand,2012,Oceania
Flood,South-eastern Asia,2012,Asia
Storm,Sub-Saharan Africa,2012,Africa
Extreme temperature,Northern Africa,2012,Africa
Flood,Sub-Saharan Africa,2012,Africa
Extreme temperature,Southern Asia,2012,Asia
Extreme temperature,Central Asia,2012,Asia
Flood,Latin America and the Caribbean,2012,Americas
Storm,Northern America,2012,Americas
Storm,Sub-Saharan Africa,2012,Africa
Storm,Sub-Saharan Africa,2012,Africa
Storm,Sub-Saharan Africa,2012,Africa
Flood,Central Asia,2012,Asia
Storm,Northern America,2012,Americas
Flood,Western Asia,2012,Asia
Flood,Northern America,2012,Americas
Flood,Melanesia,2012,Oceania
Flood,Latin America and the Caribbean,2012,Americas
Flood,Latin America and the Caribbean,2012,Americas
Flood,Sub-Saharan Africa,2012,Africa
Flood,Latin America and the Caribbean,2012,Americas
Flood,South-eastern Asia,2012,Asia
Flood,Southern Europe,2012,Europe
Storm,Southern Asia,2012,Asia
Storm,Latin America and the Caribbean,2012,Americas
Flood,Latin America and the Caribbean,2012,Americas
Earthquake,South-eastern Asia,2012,Asia
Wildfire,Eastern Europe,2012,Europe
Flood,Southern Asia,2012,Asia
Flood,Eastern Europe,2012,Europe
Flood,Central Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Flood,Latin America and the Caribbean,2012,Americas
Flood,Latin America and the Caribbean,2012,Americas
Storm,Eastern Asia,2012,Asia
Storm,Northern America,2012,Americas
Earthquake,Latin America and the Caribbean,2012,Americas
Earthquake,Latin America and the Caribbean,2012,Americas
Flood,Sub-Saharan Africa,2012,Africa
Flood,Eastern Asia,2012,Asia
Earthquake,Southern Europe,2012,Europe
Flood,Southern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Earthquake,Central Asia,2012,Asia
Earthquake,Eastern Europe,2012,Europe
Flood,Southern Asia,2012,Asia
Storm,Northern America,2012,Americas
Storm,Sub-Saharan Africa,2012,Africa
Earthquake,Southern Europe,2012,Europe
Earthquake,Southern Asia,2012,Asia
Flood,Western Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Flood,South-eastern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Flood,Eastern Asia,2012,Asia
Flood,Southern Asia,2012,Asia
Storm,Northern America,2012,Americas
Flood,Northern America,2012,Americas
Flood,Eastern Asia,2012,Asia
Flood,Southern Asia,2012,Asia
Flood,Southern Asia,2012,Asia
Flood,Latin America and the Caribbean,2012,Americas
Flood,Southern Asia,2012,Asia
Flood,Latin America and the Caribbean,2012,Americas
Flood,Western Asia,2012,Asia
Earthquake,Eastern Asia,2012,Asia
Earthquake,Western Asia,2012,Asia
Flood,Western Asia,2012,Asia
Flood,Eastern Asia,2012,Asia
Flood,Eastern Asia,2012,Asia
Flood,Eastern Asia,2012,Asia
Flood,Eastern Asia,2012,Asia
Storm,Eastern Europe,2012,Europe
Flood,Eastern Europe,2012,Europe
Extreme temperature,Northern America,2012,Americas
Flood,Sub-Saharan Africa,2012,Africa
Flood,Southern Asia,2012,Asia
Wildfire,Northern America,2012,Americas
Storm,Northern America,2012,Americas
Flood,Latin America and the Caribbean,2012,Americas
Flood,Latin America and the Caribbean,2012,Americas
Flood,Latin America and the Caribbean,2012,Americas
Flood,Latin America and the Caribbean,2012,Americas
Flood,Melanesia,2012,Oceania
Flood,Eastern Europe,2012,Europe
Flood,Latin America and the Caribbean,2012,Americas
Extreme temperature,Latin America and the Caribbean,2012,Americas
Flood,Eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Storm,South-eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Storm,South-eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Earthquake,Southern Asia,2012,Asia
Storm,Latin America and the Caribbean,2012,Americas
Wildfire,Southern Europe,2012,Europe
Flood,Northern Africa,2012,Africa
Flood,Latin America and the Caribbean,2012,Americas
Storm,Eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Flood,Eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Storm,South-eastern Asia,2012,Asia
Storm,South-eastern Asia,2012,Asia
Storm,South-eastern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Storm,Latin America and the Caribbean,2012,Americas
Storm,Latin America and the Caribbean,2012,Americas
Storm,Latin America and the Caribbean,2012,Americas
Storm,Latin America and the Caribbean,2012,Americas
Storm,Northern America,2012,Americas
Flood,Sub-Saharan Africa,2012,Africa
Flood,South-eastern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Earthquake,South-eastern Asia,2012,Asia
Flood,Southern Asia,2012,Asia
Flood,Southern Asia,2012,Asia
Flood,Southern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Earthquake,Eastern Asia,2012,Asia
Earthquake,Latin America and the Caribbean,2012,Americas
Flood,Sub-Saharan Africa,2012,Africa
Flood,Melanesia,2012,Oceania
Earthquake,Eastern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Flood,Southern Asia,2012,Asia
Volcanic activity,Latin America and the Caribbean,2012,Americas
Flood,Sub-Saharan Africa,2012,Africa
Flood,Southern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Storm,South-eastern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Flood,Southern Asia,2012,Asia
Flood,Southern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Storm,Southern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Earthquake,Eastern Asia,2012,Asia
Earthquake,South-eastern Asia,2012,Asia
Flood,Latin America and the Caribbean,2012,Americas
Storm,Latin America and the Caribbean,2012,Americas
Flood,Latin America and the Caribbean,2012,Americas
Storm,Eastern Asia,2012,Asia
Storm,South-eastern Asia,2012,Asia
Storm,South-eastern Asia,2012,Asia
Earthquake,Latin America and the Caribbean,2012,Americas
Storm,Latin America and the Caribbean,2012,Americas
Storm,Latin America and the Caribbean,2012,Americas
Storm,Latin America and the Caribbean,2012,Americas
Storm,Latin America and the Caribbean,2012,Americas
Storm,Latin America and the Caribbean,2012,Americas
Storm,Northern America,2012,Americas
Extreme temperature,Eastern Europe,2012,Europe
Storm,Eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Flood,Central Asia,2012,Asia
Earthquake,South-eastern Asia,2012,Asia
Storm,Latin America and the Caribbean,2012,Americas
Storm,Southern Asia,2012,Asia
Storm,Southern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Earthquake,South-eastern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Storm,South-eastern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Flood,Northern Africa,2012,Africa
Flood,Eastern Europe,2012,Europe
Flood,Northern Europe,2012,Europe
Flood,Southern Europe,2012,Europe
Storm,Eastern Asia,2012,Asia
Flood,Latin America and the Caribbean,2012,Americas
Storm,Latin America and the Caribbean,2012,Americas
Storm,South-eastern Asia,2012,Asia
Flood,Southern Europe,2012,Europe
Flood,Sub-Saharan Africa,2012,Africa
Flood,Southern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Flood,Sub-Saharan Africa,2012,Africa
Flood,Southern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Flood,Eastern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Flood,Latin America and the Caribbean,2012,Americas
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Western Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Western Europe,2012,Europe
Extreme temperature,Southern Europe,2012,Europe
Extreme temperature,Northern Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Extreme temperature,Southern Europe,2012,Europe
Extreme temperature,Eastern Europe,2012,Europe
Storm,Northern America,2012,Americas
Flood,Northern Europe,2012,Europe
Flood,Western Asia,2012,Asia
Storm,Northern America,2012,Americas
Storm,Northern America,2012,Americas
Flood,Sub-Saharan Africa,2012,Africa
Storm,Melanesia,2012,Oceania
Storm,Polynesia,2012,Oceania
Storm,Polynesia,2012,Oceania
Flood,Latin America and the Caribbean,2012,Americas
Storm,South-eastern Asia,2012,Asia
Storm,Micronesia,2012,Oceania
Earthquake,Southern Asia,2012,Asia
Storm,Northern America,2012,Americas
Flood,South-eastern Asia,2012,Asia
Flood,Eastern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Extreme temperature,Southern Asia,2012,Asia
Extreme temperature,Southern Asia,2013,Asia
Extreme temperature,Central Asia,2012,Asia
Storm,Australia and New Zealand,2012,Oceania
Earthquake,Eastern Asia,2012,Asia
Flood,Southern Asia,2012,Asia
Extreme temperature,Southern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Storm,South-eastern Asia,2012,Asia
Wildfire,Northern America,2012,Americas
Earthquake,Western Asia,2012,Asia
Flood,Northern Europe,2012,Europe
Flood,Northern Europe,2012,Europe
Storm,Western Asia,2012,Asia
Flood,Southern Europe,2012,Europe
Flood,Southern Europe,2012,Europe
Flood,Northern Europe,2012,Europe
Storm,Sub-Saharan Africa,2012,Africa
Storm,South-eastern Asia,2012,Asia
Extreme temperature,Eastern Asia,2012,Asia
Storm,South-eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Flood,Southern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Flood,Eastern Asia,2012,Asia
Flood,Eastern Asia,2012,Asia
Flood,South-eastern Asia,2012,Asia
Flood,Southern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Storm,Eastern Asia,2012,Asia
Flood,Latin America and the Caribbean,2012,Americas
Flood,Latin America and the Caribbean,2012,Americas
Earthquake,Southern Asia,2012,Asia
Flood,Sub-Saharan Africa,2012,Africa
Storm,Northern America,2012,Americas
Flood,South-eastern Asia,2012,Asia
Flood,Eastern Asia,2012,Asia
Earthquake,Eastern Asia,2012,Asia
Wildfire,Latin America and the Caribbean,2012,Americas
Wildfire,Latin America and the Caribbean,2012,Americas
Extreme temperature,Central Asia,2012,Asia
Flood,Eastern Asia,2012,Asia
Storm,Northern America,2012,Americas
Storm,Northern America,2012,Americas
Storm,Northern America,2012,Americas
Storm,Northern America,2012,Americas
Storm,Northern America,2012,Americas
Storm,Northern America,2012,Americas
Storm,Northern America,2012,Americas
Drought,Latin America and the Caribbean,2012,Americas
Drought,Sub-Saharan Africa,2012,Africa
Drought,South-eastern Asia,2012,Asia
Drought,Sub-Saharan Africa,2012,Africa
Drought,Eastern Asia,2012,Asia
Drought,Northern America,2012,Americas
Drought,Sub-Saharan Africa,2012,Africa
Drought,Southern Europe,2012,Europe
Drought,Sub-Saharan Africa,2012,Africa
Drought,Latin America and the Caribbean,2012,Americas
Drought,Latin America and the Caribbean,2012,Americas
Drought,Eastern Europe,2012,Europe
Drought,Southern Asia,2012,Asia
Drought,Eastern Europe,2012,Europe
Drought,Northern America,2012,Americas
Drought,Eastern Europe,2012,Europe
Drought,Latin America and the Caribbean,2012,Americas
Drought,Sub-Saharan Africa,2012,Africa
Flood,Latin America and the Caribbean,2013,Americas
Flood,South-eastern Asia,2013,Asia
Storm,Australia and New Zealand,2013,Oceania
Extreme temperature,Eastern Europe,2013,Europe
Flood,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Storm,Northern America,2013,Americas
Flood,South-eastern Asia,2013,Asia
Earthquake,South-eastern Asia,2013,Asia
Wildfire,Australia and New Zealand,2013,Oceania
Flood,Sub-Saharan Africa,2013,Africa
Storm,Sub-Saharan Africa,2013,Africa
Storm,Sub-Saharan Africa,2013,Africa
Extreme temperature,Central Asia,2013,Asia
Flood,Melanesia,2013,Oceania
Earthquake,Melanesia,2013,Oceania
Wildfire,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Storm,Sub-Saharan Africa,2013,Africa
Flood,South-eastern Asia,2013,Asia
Storm,South-eastern Asia,2013,Asia
Flood,Southern Asia,2013,Asia
Flood,Western Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,Northern America,2013,Americas
Storm,Northern America,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Earthquake,Latin America and the Caribbean,2013,Americas
Flood,Southern Europe,2013,Europe
Flood,Southern Europe,2013,Europe
Flood,South-eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Flood,Southern Asia,2013,Asia
Flood,Latin America and the Caribbean,2013,Americas
Storm,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Storm,Eastern Asia,2013,Asia
Earthquake,Eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,Southern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,Southern Asia,2013,Asia
Storm,Southern Asia,2013,Asia
Earthquake,Southern Asia,2013,Asia
Earthquake,Southern Asia,2013,Asia
Earthquake,Southern Asia,2013,Asia
Earthquake,Eastern Asia,2013,Asia
Storm,Northern America,2013,Americas
Storm,Northern America,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Earthquake,Eastern Europe,2013,Europe
Flood,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Flood,South-eastern Asia,2013,Asia
Earthquake,Eastern Asia,2013,Asia
Storm,Southern Asia,2013,Asia
Storm,Southern Asia,2013,Asia
Storm,Southern Asia,2013,Asia
Earthquake,Southern Asia,2013,Asia
Storm,Northern America,2013,Americas
Flood,Southern Asia,2013,Asia
Earthquake,Southern Asia,2013,Asia
Storm,Southern Europe,2013,Europe
Flood,Western Asia,2013,Asia
Extreme temperature,Eastern Europe,2013,Europe
Flood,Southern Asia,2013,Asia
Storm,Northern America,2013,Americas
Storm,Northern America,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Storm,Latin America and the Caribbean,2013,Americas
Flood,Northern America,2013,Americas
Flood,Southern Asia,2013,Asia
Storm,Western Asia,2013,Asia
Flood,Sub-Saharan Africa,2013,Africa
Flood,Eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Flood,Western Europe,2013,Europe
Flood,Eastern Europe,2013,Europe
Flood,Western Europe,2013,Europe
Flood,Eastern Europe,2013,Europe
Flood,Eastern Europe,2013,Europe
Earthquake,Eastern Asia,2013,Asia
Extreme temperature,Southern Asia,2013,Asia
Wildfire,Northern America,2013,Americas
Wildfire,Northern America,2013,Americas
Storm,Northern America,2013,Americas
Wildfire,Northern America,2013,Americas
